
Fracture Case
Snakebite Case
Clutch Case
Sticker | Evil Geniuses | 2020 RMR
M4A4 | X-Ray (Factory New)
SCAR-20 | Blueprint (Factory New)
Souvenir P250 | Facility Draft (Battle-Scarred)
Sticker | Natus Vincere (Holo) | Antwerp 2022
StatTrak™ SSG 08 | Necropos (Minimal Wear)
Tec-9 | Safety Net (Factory New)
StatTrak™ SSG 08 | Dark Water (Minimal Wear)
StatTrak™ AK-47 | Slate (Well-Worn)
Sealed Graffiti | Dead Now (Battle Green)
SSG 08 | Red Stone (Field-Tested)
StatTrak™ Galil AR | Sandstorm (Minimal Wear)
Sticker | Ninjas in Pyjamas | Cologne 2014
P250 | Undertow (Factory New)
Desert Eagle | Urban Rubble (Battle-Scarred)
StatTrak™ MAG-7 | Firestarter (Field-Tested)
Souvenir SSG 08 | Jungle Dashed (Minimal Wear)
StatTrak™ G3SG1 | Scavenger (Field-Tested)
StatTrak™ MAG-7 | Heaven Guard (Factory New)
P250 | Franklin (Field-Tested)
G3SG1 | Scavenger (Battle-Scarred)
Sticker | NAF (Glitter) | Rio 2022
StatTrak™ MAG-7 | Heaven Guard (Minimal Wear)
StatTrak™ Five-SeveN | Capillary (Factory New)
StatTrak™ SCAR-20 | Blueprint (Battle-Scarred)
StatTrak™ CZ75-Auto | Tigris (Field-Tested)
Sticker | Spirit (Gold) | 2020 RMR
FAMAS | Decommissioned (Factory New)
Sticker | TACO | Katowice 2019
Sticker | Kvik | Katowice 2019
StatTrak™ MP7 | Cirrus (Battle-Scarred)
Glock-18 | Wasteland Rebel (Minimal Wear)
AUG | Aristocrat (Battle-Scarred)
StatTrak™ Tec-9 | Ice Cap (Field-Tested)
StatTrak™ Dual Berettas | Cartel (Battle-Scarred)
MP7 | Ocean Foam (Factory New)
StatTrak™ MP7 | Urban Hazard (Well-Worn)
G3SG1 | Desert Storm (Factory New)
Sealed Graffiti | Applause (Brick Red)
P250 | Steel Disruption (Factory New)
StatTrak™ AK-47 | Slate (Battle-Scarred)
M4A4 | In Living Color (Battle-Scarred)
Sealed Graffiti | Silver Bullet (Wire Blue)
Sticker | TACO (Foil) | Berlin 2019
M4A4 | Jungle Tiger (Field-Tested)
Galil AR | Vandal (Minimal Wear)
Souvenir PP-Bizon | Breaker Box (Field-Tested)
Sticker | Mister Chief
Sealed Graffiti | Silver Bullet (War Pig Pink)
StatTrak™ UMP-45 | Riot (Field-Tested)
StatTrak™ Glock-18 | Wraiths (Battle-Scarred)
Souvenir P250 | Contamination (Battle-Scarred)
SCAR-20 | Torn (Field-Tested)
Five-SeveN | Case Hardened (Well-Worn)
StatTrak™ SSG 08 | Mainframe 001 (Factory New)
StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred)
Sticker | ropz (Holo, Champion) | Antwerp 2022
Sticker | HObbit (Holo) | Stockholm 2021
Sticker | Movistar Riders (Holo) | Stockholm 2021
P2000 | Space Race (Factory New)
MAG-7 | Navy Sheen (Battle-Scarred)
Sealed Graffiti | Dead Now (Violent Violet)
Sealed Graffiti | Chef Kiss (Tracer Yellow)
Sealed Graffiti | Silver Bullet (Tracer Yellow)
Sticker | ShahZaM (Foil) | Berlin 2019
Desert Eagle | Mecha Industries (Minimal Wear)
P250 | Exchanger (Field-Tested)
Krakow 2017 Legends (Holo/Foil)
MAC-10 | Last Dive (Minimal Wear)
StatTrak™ G3SG1 | Orange Crash (Battle-Scarred)
P90 | Storm (Minimal Wear)
Sawed-Off | Full Stop (Battle-Scarred)
M4A4 | Desert Storm (Minimal Wear)
UMP-45 | Blaze (Factory New)
Souvenir XM1014 | Blue Tire (Battle-Scarred)
P250 | Mint Kimono (Factory New)
StatTrak™ SCAR-20 | Outbreak (Factory New)
Sticker | Complexity Gaming (Glitter) | Antwerp 2022
USP-S | Blood Tiger (Factory New)
USP-S | Neo-Noir (Field-Tested)
P250 | Wingshot (Battle-Scarred)
MAC-10 | Tornado (Field-Tested)
Patch | Copenhagen Flames | Stockholm 2021
StatTrak™ P2000 | Lifted Spirits (Battle-Scarred)
StatTrak™ M249 | O.S.I.P.R. (Factory New)
PP-Bizon | Irradiated Alert (Field-Tested)
Sticker | sh1ro (Glitter) | Rio 2022
USP-S | Blueprint (Minimal Wear)
StatTrak™ AWP | Mortis (Minimal Wear)
Boston 2018 Attending Legends Autograph Capsule
Sticker | Fnatic | Boston 2018
Sticker | Fnatic | Atlanta 2017
StatTrak™ USP-S | Lead Conduit (Minimal Wear)
P250 | Mint Kimono (Factory New)
P90 | Ash Wood (Well-Worn)
Dual Berettas | Marina (Minimal Wear)
Sticker | Witchcraft
Sealed Graffiti | BEEP (Desert Amber)
Sticker | siuhy (Glitter) | Rio 2022
MAG-7 | Cobalt Core (Factory New)
AUG | Fleet Flock (Field-Tested)
Sealed Graffiti | Grimace (Monarch Blue)
UMP-45 | Scaffold (Battle-Scarred)
Sticker | ALEX (Foil) | Berlin 2019
USP-S | Night Ops (Well-Worn)
Sealed Graffiti | BEEP (Monarch Blue)
Souvenir PP-Bizon | Facility Sketch (Battle-Scarred)
SG 553 | Darkwing (Well-Worn)
StatTrak™ Nova | Windblown (Minimal Wear)
Sticker | Hello XM1014 (Gold)
SCAR-20 | Magna Carta (Minimal Wear)
Souvenir Sawed-Off | Brake Light (Factory New)
Sticker | JUGi (Foil) | Berlin 2019
Sticker | Zeus (Foil) | Berlin 2019
Sticker | coldzera | Katowice 2019
AK-47 | Asiimov (Field-Tested)
Sticker | SK Gaming | Atlanta 2017
Sticker | FaZe Clan | Cologne 2016
Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015
Galil AR | Sandstorm (Minimal Wear)
M4A4 | 龍王 (Dragon King) (Minimal Wear)
M4A4 | Evil Daimyo (Well-Worn)
P90 | Chopper (Minimal Wear)
StatTrak™ MAG-7 | Sonar (Factory New)
Patch | Metal The Global Elite ★
StatTrak™ Sawed-Off | Origami (Field-Tested)
StatTrak™ AUG | Ricochet (Minimal Wear)
Sealed Graffiti | Welcome to the Clutch
Sticker | Great Wave
Glock-18 | Water Elemental (Factory New)
Negev | Terrain (Field-Tested)
Sawed-Off | Irradiated Alert (Minimal Wear)
P90 | Traction (Factory New)
StatTrak™ CZ75-Auto | Polymer (Factory New)
StatTrak™ Five-SeveN | Capillary (Battle-Scarred)
StatTrak™ AK-47 | Slate (Minimal Wear)
SG 553 | Danger Close (Factory New)
P90 | Cold Blooded (Factory New)
StatTrak™ SSG 08 | Abyss (Battle-Scarred)
Sticker | AMANEK (Holo) | Stockholm 2021
Sealed Graffiti | Bock Bock (Princess Pink)
MP7 | Scorched (Battle-Scarred)
Souvenir G3SG1 | Polar Camo (Minimal Wear)
London 2018 Overpass Souvenir Package
Souvenir UMP-45 | Indigo (Minimal Wear)
Boston 2018 Inferno Souvenir Package
Sticker | Virtus.Pro | Krakow 2017
Souvenir MAG-7 | Irradiated Alert (Well-Worn)
StatTrak™ MP7 | Armor Core (Minimal Wear)
CZ75-Auto | Polymer (Battle-Scarred)
Sticker | nexa (Holo) | Stockholm 2021
StatTrak™ MAC-10 | Heat (Field-Tested)
MP9 | Dart (Minimal Wear)
Tec-9 | Re-Entry (Factory New)
Sticker | North (Gold) | 2020 RMR
Dual Berettas | Anodized Navy (Factory New)
AK-47 | Nightwish (Battle-Scarred)
P250 | X-Ray (Factory New)
M4A4 | In Living Color (Field-Tested)
StatTrak™ Galil AR | Rocket Pop (Minimal Wear)
Sticker | FL1T (Holo) | Stockholm 2021
StatTrak™ P250 | Supernova (Minimal Wear)
Sticker | Zyphon (Holo) | Antwerp 2022
Sealed Graffiti | Chef Kiss (SWAT Blue)
Sealed Graffiti | Bock Bock (War Pig Pink)
Desert Eagle | Light Rail (Factory New)
Katowice 2019 Returning Challengers (Holo/Foil)
MP7 | Fade (Minimal Wear)
M4A4 | Converter (Field-Tested)
London 2018 Nuke Souvenir Package
Five-SeveN | Kami (Field-Tested)
Souvenir PP-Bizon | Irradiated Alert (Well-Worn)
Nova | Graphite (Factory New)
Sticker | The Spartan
Tec-9 | Jambiya (Well-Worn)
CZ75-Auto | Framework (Well-Worn)
Sticker | Jame (Glitter) | Rio 2022
Sawed-Off | Morris (Factory New)
Souvenir M4A4 | Urban DDPAT (Field-Tested)
StatTrak™ Galil AR | Destroyer (Factory New)
AWP | POP AWP (Well-Worn)
StatTrak™ SG 553 | Ol' Rusty (Well-Worn)
P2000 | Acid Etched (Well-Worn)
Sealed Graffiti | OMG (Battle Green)
Sticker | somebody | Berlin 2019
Sticker | North (Foil) | Berlin 2019
Sticker | Natus Vincere | Cologne 2016
StatTrak™ MAC-10 | Lapis Gator (Factory New)
AUG | Spalted Wood (Factory New)
StatTrak™ USP-S | Blood Tiger (Factory New)
UMP-45 | Momentum (Field-Tested)
Desert Eagle | Heirloom (Minimal Wear)
Sticker | Gratisfaction | Katowice 2019
Sticker | coldzera (Glitter) | Rio 2022
London 2018 Mirage Souvenir Package
StatTrak™ P250 | Valence (Factory New)
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested)
StatTrak™ R8 Revolver | Survivalist (Battle-Scarred)
Souvenir USP-S | Royal Blue (Field-Tested)
Sticker | 9z Team (Holo) | Antwerp 2022
Sticker | Bad News Eagles (Holo) | Antwerp 2022
USP-S | Whiteout (Field-Tested)
Patch | Metal Silver
Sealed Graffiti | Applause (Desert Amber)
AK-47 | Baroque Purple (Field-Tested)
Sticker | fitch | Katowice 2019
MAC-10 | Last Dive (Factory New)
StatTrak™ Tec-9 | Cracked Opal (Factory New)
StatTrak™ Sawed-Off | Morris (Minimal Wear)
StatTrak™ SG 553 | Phantom (Field-Tested)
Sticker | BIG | Krakow 2017
MP7 | Akoben (Minimal Wear)
StatTrak™ SCAR-20 | Blueprint (Field-Tested)
P2000 | Imperial Dragon (Factory New)
P250 | Wingshot (Minimal Wear)
Sticker | Natus Vincere | Katowice 2015
StatTrak™ Galil AR | Sandstorm (Battle-Scarred)
Galil AR | Sandstorm (Field-Tested)
PP-Bizon | Cobalt Halftone (Field-Tested)
UMP-45 | Urban DDPAT (Factory New)
PP-Bizon | Harvester (Battle-Scarred)
Nova | Gila (Minimal Wear)
Sealed Graffiti | Okay (Wire Blue)
Sticker | Aerial (Foil) | Berlin 2019
Desert Eagle | Midnight Storm (Field-Tested)
G3SG1 | Ancient Ritual (Field-Tested)
StatTrak™ G3SG1 | Orange Crash (Factory New)
Sticker | Skull Troop
StatTrak™ M249 | Spectre (Factory New)
AK-47 | Vulcan (Field-Tested)
Sealed Graffiti | Fart (Jungle Green)
Galil AR | Stone Cold (Minimal Wear)
MAG-7 | Justice (Well-Worn)
StatTrak™ MAG-7 | Foresight (Battle-Scarred)
FAMAS | Rapid Eye Movement (Minimal Wear)
MP5-SD | Acid Wash (Factory New)
Souvenir SCAR-20 | Sand Mesh (Well-Worn)
Sticker | shox (Foil) | Berlin 2019
Sawed-Off | Serenity (Factory New)
AK-47 | Case Hardened (Field-Tested)
P2000 | Silver (Factory New)
AK-47 | Predator (Battle-Scarred)
MAG-7 | Storm (Field-Tested)
StatTrak™ P2000 | Oceanic (Battle-Scarred)
StatTrak™ XM1014 | Scumbria (Battle-Scarred)
Sealed Graffiti | Little EZ (Brick Red)
Sticker | roeJ (Glitter) | Rio 2022
MP7 | Impire (Factory New)
Sticker | fame (Holo, Champion) | Rio 2022
Sticker | Fnatic (Holo) | Katowice 2019
StatTrak™ SG 553 | Pulse (Battle-Scarred)
Sugarface Capsule
Sticker | n0rb3r7 (Holo, Champion) | Rio 2022
SCAR-20 | Blueprint (Well-Worn)
SCAR-20 | Army Sheen (Factory New)
Sealed Graffiti | Denied (Monarch Blue)
Sticker | Outsiders (Gold) | Antwerp 2022
Galil AR | Sage Spray (Factory New)
SG 553 | Tiger Moth (Factory New)
StatTrak™ Negev | Ultralight (Battle-Scarred)
Dual Berettas | Shred (Well-Worn)
StatTrak™ Glock-18 | Oxide Blaze (Minimal Wear)
Five-SeveN | Buddy (Factory New)
Sticker | ZywOo (Holo) | Stockholm 2021
FAMAS | CaliCamo (Factory New)
Desert Eagle | Naga (Well-Worn)
Sealed Graffiti | Denied (Tracer Yellow)
AUG | Momentum (Field-Tested)
StatTrak™ MAG-7 | SWAG-7 (Minimal Wear)
SCAR-20 | Powercore (Minimal Wear)
PP-Bizon | Harvester (Factory New)
CZ75-Auto | Army Sheen (Factory New)
StatTrak™ MP9 | Capillary (Field-Tested)
M249 | Aztec (Factory New)
Sticker | cadiaN (Holo) | Rio 2022
Sticker | dav1deuS (Glitter) | Rio 2022
StatTrak™ SCAR-20 | Poultrygeist (Factory New)
Dual Berettas | Elite 1.6 (Factory New)
Sticker | sterling | Katowice 2019
R8 Revolver | Amber Fade (Factory New)
SSG 08 | Dark Water (Minimal Wear)
CZ75-Auto | Crimson Web (Minimal Wear)
Five-SeveN | Case Hardened (Battle-Scarred)
StatTrak™ Dual Berettas | Ventilators (Factory New)
StatTrak™ AUG | Ricochet (Battle-Scarred)
StatTrak™ Tec-9 | Blue Titanium (Factory New)
StatTrak™ P2000 | Imperial (Field-Tested)
UMP-45 | Momentum (Factory New)
Five-SeveN | Case Hardened (Battle-Scarred)
StatTrak™ Dual Berettas | Ventilators (Factory New)
Sawed-Off | Apocalypto (Well-Worn)
StatTrak™ AUG | Ricochet (Battle-Scarred)
StatTrak™ Tec-9 | Blue Titanium (Factory New)
StatTrak™ P2000 | Imperial (Field-Tested)
Dual Berettas | Cartel (Field-Tested)
R8 Revolver | Llama Cannon (Field-Tested)
StatTrak™ Nova | Exo (Field-Tested)
Souvenir MP7 | Motherboard (Factory New)
P2000 | Dispatch (Field-Tested)
Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE
Souvenir PP-Bizon | Carbon Fiber (Factory New)
Sticker | gade (Foil) | Berlin 2019
Sticker | wayLander | Katowice 2019
Sticker | Cloud9 | London 2018
StatTrak™ Sawed-Off | Zander (Battle-Scarred)
MP9 | Sand Scale (Minimal Wear)
FAMAS | Valence (Battle-Scarred)
G3SG1 | Jungle Dashed (Factory New)
StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred)
Nova | Tempest (Minimal Wear)
Officer Jacques Beltram | Gendarmerie Nationale
UMP-45 | Moonrise (Factory New)
P90 | Elite Build (Factory New)
Sealed Graffiti | Shining Star (Cash Green)
MP5-SD | Acid Wash (Field-Tested)
Sealed Graffiti | Silver Bullet (Dust Brown)
G3SG1 | Murky (Factory New)
G3SG1 | Stinger (Factory New)
PP-Bizon | Fuel Rod (Well-Worn)
M4A4 | Radiation Hazard (Field-Tested)
Sticker | FURIA (Holo) | Rio 2022
StatTrak™ USP-S | Flashback (Factory New)
AK-47 | Cartel (Battle-Scarred)
XM1014 | Blue Tire (Field-Tested)
P2000 | Space Race (Field-Tested)
Sticker | Ninjas in Pyjamas (Gold) | 2020 RMR
Tec-9 | Brother (Factory New)
Sealed Graffiti | Okay (Shark White)
Sealed Graffiti | Uh Oh (SWAT Blue)
Sealed Graffiti | Grimace (Tracer Yellow)
Souvenir PP-Bizon | Facility Sketch (Well-Worn)
G3SG1 | Scavenger (Well-Worn)
M4A1-S | Nightmare (Battle-Scarred)
StatTrak™ Tec-9 | Snek-9 (Field-Tested)
UMP-45 | Arctic Wolf (Factory New)
Autograph Capsule | Ninjas in Pyjamas | Cologne 2015
Glock-18 | Night (Battle-Scarred)
UMP-45 | Scorched (Battle-Scarred)
SSG 08 | Slashed (Field-Tested)
StatTrak™ FAMAS | Hexane (Field-Tested)
MAC-10 | Urban DDPAT (Field-Tested)
StatTrak™ Sawed-Off | Black Sand (Minimal Wear)
Glock-18 | Bunsen Burner (Factory New)
StatTrak™ XM1014 | Oxide Blaze (Factory New)
Tec-9 | Re-Entry (Field-Tested)
Trapper | Guerrilla Warfare
MP7 | Powercore (Minimal Wear)
Sticker | ENCE (Holo) | Katowice 2019
Tec-9 | Ice Cap (Battle-Scarred)
Sticker | Toy Tiger
Sticker | Titan | Cologne 2014
G3SG1 | Stinger (Battle-Scarred)
Sticker | Misfits Gaming | Boston 2018
M4A1-S | Boreal Forest (Factory New)
Patch | Giant Squid
Chem-Haz Capitaine | Gendarmerie Nationale
StatTrak™ MP7 | Guerrilla (Battle-Scarred)
Sticker | yel (Foil) | Berlin 2019
StatTrak™ Galil AR | Akoben (Minimal Wear)
AK-47 | Safety Net (Minimal Wear)
StatTrak™ Desert Eagle | Bronze Deco (Well-Worn)
StatTrak™ UMP-45 | Delusion (Field-Tested)
FAMAS | Pulse (Field-Tested)
Nova | Walnut (Field-Tested)
StatTrak™ Tec-9 | Snek-9 (Well-Worn)
Sticker | aizy (Foil) | Berlin 2019
StatTrak™ MP9 | Modest Threat (Factory New)
XM1014 | Ziggy (Factory New)
Five-SeveN | Forest Night (Factory New)
Patch | Team Liquid | Stockholm 2021
P90 | Chopper (Well-Worn)
M4A1-S | Player Two (Field-Tested)
Souvenir SG 553 | Desert Blossom (Factory New)
Sticker | DavCost | Katowice 2019
Sawed-Off | Zander (Minimal Wear)
M4A4 | X-Ray (Minimal Wear)
StatTrak™ Nova | Ghost Camo (Factory New)
Sticker | Natus Vincere | MLG Columbus 2016
Tec-9 | Sandstorm (Minimal Wear)
Sealed Graffiti | Thoughtfull (Shark White)
Sticker | Water Gun
SG 553 | Barricade (Minimal Wear)
StatTrak™ M4A4 | Tooth Fairy (Field-Tested)
Souvenir PP-Bizon | Candy Apple (Factory New)
G3SG1 | Digital Mesh (Battle-Scarred)
Sticker | Natus Vincere (Gold) | Stockholm 2021
Souvenir MAC-10 | Urban DDPAT (Minimal Wear)
P2000 | Dispatch (Minimal Wear)
StatTrak™ P2000 | Gnarled (Factory New)
Sealed Graffiti | Grimace (Tiger Orange)
Sealed Graffiti | Dead Now (Blood Red)
Sealed Graffiti | Grimace (Dust Brown)
Souvenir MAC-10 | Urban DDPAT (Well-Worn)
Sticker | KSCERATO (Foil) | Berlin 2019
Sticker | Astralis | Boston 2018
Sticker | ELEAGUE | Atlanta 2017
StatTrak™ SG 553 | Aerial (Factory New)
StatTrak™ USP-S | Blood Tiger (Field-Tested)
Sawed-Off | Forest DDPAT (Factory New)
P250 | Hive (Minimal Wear)
StatTrak™ Galil AR | Firefight (Field-Tested)
StatTrak™ AWP | PAW (Minimal Wear)
Sticker | Virtus.pro | Katowice 2015
PP-Bizon | Sand Dashed (Factory New)
StatTrak™ P90 | Grim (Battle-Scarred)
Tec-9 | Isaac (Minimal Wear)
Galil AR | Akoben (Factory New)
Souvenir Desert Eagle | Urban DDPAT (Minimal Wear)
StatTrak™ Tec-9 | Jambiya (Well-Worn)
AUG | Random Access (Factory New)
Sawed-Off | Zander (Minimal Wear)
StatTrak™ Five-SeveN | Kami (Field-Tested)
Sticker | Astralis | MLG Columbus 2016
MP5-SD | Autumn Twilly (Factory New)
StatTrak™ SG 553 | Pulse (Minimal Wear)
Sticker | olofmeister (Foil) | Berlin 2019
Souvenir XM1014 | VariCamo Blue (Field-Tested)
M4A1-S | Decimator (Battle-Scarred)
Patch | Anchors Aweigh
Sticker | Hello AK-47 (Gold)
Sealed Graffiti | Chef Kiss (Brick Red)
SCAR-20 | Torn (Factory New)
Sticker | v4lde (Foil) | Berlin 2019
P250 | Vino Primo (Battle-Scarred)
Sticker | GuardiaN | London 2018
Krakow 2017 Legends Autograph Capsule
PP-Bizon | Jungle Slipstream (Minimal Wear)
Sticker | Team SoloMid | Cologne 2015
SCAR-20 | Storm (Field-Tested)
StatTrak™ SSG 08 | Slashed (Battle-Scarred)
P2000 | Red FragCam (Factory New)
PP-Bizon | Carbon Fiber (Factory New)
Galil AR | Shattered (Field-Tested)
PP-Bizon | Urban Dashed (Factory New)
StatTrak™ Desert Eagle | Light Rail (Well-Worn)
MP7 | Akoben (Well-Worn)
StatTrak™ P250 | Supernova (Field-Tested)
M4A1-S | Basilisk (Battle-Scarred)
AK-47 | Nightwish (Field-Tested)
Souvenir P250 | Black & Tan (Minimal Wear)
Sticker | North | Atlanta 2017
P250 | Muertos (Factory New)
MAG-7 | Heat (Minimal Wear)
UMP-45 | Exposure (Factory New)
MP5-SD | Gauss (Factory New)
SG 553 | Triarch (Minimal Wear)
XM1014 | Black Tie (Minimal Wear)
StatTrak™ USP-S | Cortex (Field-Tested)
Sealed Graffiti | Silver Bullet (Brick Red)
Sticker | Unicorn
StatTrak™ P250 | Iron Clad (Minimal Wear)
Sticker | Imperial Esports (Holo) | Antwerp 2022
FAMAS | Styx (Field-Tested)
Sticker | LNZ (Holo) | Stockholm 2021
Sticker | 100 Thieves (Gold) | 2020 RMR
M4A4 | Tooth Fairy (Factory New)
Sticker | Incineration
Sealed Graffiti | Dead Now (Frog Green)
Sticker | Perfecto (Foil) | Berlin 2019
Sticker | oskar (Foil) | Berlin 2019
Sticker | SANJI (Foil) | Berlin 2019
R8 Revolver | Survivalist (Battle-Scarred)
Souvenir PP-Bizon | Irradiated Alert (Minimal Wear)
Sealed Graffiti | Heart (War Pig Pink)
FAMAS | Neural Net (Factory New)
UMP-45 | Indigo (Minimal Wear)
MP7 | Anodized Navy (Minimal Wear)
Desert Eagle | Mudder (Factory New)
M249 | Magma (Minimal Wear)
StatTrak™ P250 | Nevermore (Field-Tested)
MAG-7 | Sonar (Well-Worn)
Five-SeveN | Scumbria (Factory New)
Sticker | bLitz (Glitter) | Rio 2022
Sticker | OG (Holo) | Rio 2022
StatTrak™ FAMAS | Valence (Field-Tested)
Sticker | felps | Katowice 2019
P2000 | Ivory (Factory New)
G3SG1 | Murky (Minimal Wear)
Five-SeveN | Retrobution (Field-Tested)
AK-47 | Nightwish (Well-Worn)
AWP | Neo-Noir (Factory New)
Glock-18 | Water Elemental (Minimal Wear)
★ Gut Knife | Doppler (Factory New)
FAMAS | Mecha Industries (Factory New)
AK-47 | Point Disarray (Minimal Wear)
Galil AR | Tornado (Minimal Wear)
Chicken Capsule
FAMAS | Crypsis (Well-Worn)
Sticker | advent | Katowice 2019
Sticker | electronic | Katowice 2019
StatTrak™ P250 | Nevermore (Factory New)
Sticker | GODSENT | Atlanta 2017
CS:GO Capsule Key
USP-S | Overgrowth (Field-Tested)
Souvenir SG 553 | Gator Mesh (Minimal Wear)
StatTrak™ SCAR-20 | Assault (Factory New)
Sticker | AdreN (Foil) | Berlin 2019
StatTrak™ MP9 | Sand Scale (Factory New)
SCAR-20 | Powercore (Well-Worn)
Dual Berettas | Dualing Dragons (Well-Worn)
Sticker | BIG (Foil) | Stockholm 2021
Sealed Graffiti | Virtus.Pro | Atlanta 2017
StatTrak™ SG 553 | Heavy Metal (Minimal Wear)
Glock-18 | Nuclear Garden (Field-Tested)
Sealed Graffiti | Little EZ (Tracer Yellow)
Sticker | erkaSt | Katowice 2019
P2000 | Handgun (Well-Worn)
CZ75-Auto | Midnight Palm (Factory New)
MP7 | Prey (Well-Worn)
Negev | dev_texture (Well-Worn)
M4A4 | Global Offensive (Minimal Wear)
Sealed Graffiti | Little EZ (Shark White)
Galil AR | Tornado (Field-Tested)
Five-SeveN | Buddy (Minimal Wear)
Sticker | huNter- (Foil) | Berlin 2019
Sticker | Summer | Berlin 2019
Sticker | coldzera (Foil) | Berlin 2019
Sticker | Xyp9x | Katowice 2019
Galil AR | Signal (Factory New)
Sticker | ANDROID | London 2018
StatTrak™ R8 Revolver | Survivalist (Factory New)
StatTrak™ CZ75-Auto | Tacticat (Field-Tested)
USP-S | Cyrex (Battle-Scarred)
Sealed Graffiti | Heart (War Pig Pink)
UMP-45 | Briefing (Factory New)
Sticker | Titan | Cluj-Napoca 2015
Sticker | Virtus.Pro | Cluj-Napoca 2015
USP-S | Orion (Minimal Wear)
M249 | Impact Drill (Field-Tested)
SG 553 | Anodized Navy (Minimal Wear)
P250 | Hive (Factory New)
Sticker | snatchie | London 2018
USP-S | Flashback (Battle-Scarred)
Sealed Graffiti | Shave Master
StatTrak™ Dual Berettas | Elite 1.6 (Factory New)
StatTrak™ Dual Berettas | Cartel (Field-Tested)
StatTrak™ MAC-10 | Monkeyflage (Battle-Scarred)
Sticker | Aerial | Katowice 2019
P90 | Ancient Earth (Battle-Scarred)
